run,generation_line,generation,rule_id,status,matched_previous_rule_id,similarity,category,rule_text,previous_rule_text
13 Real Run 2 removed skills,generationLine1,5,,disappeared,00676,,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,,Avoid send_message proposals after your own loot pickup-instead build; never add builderId/receivers/Bot names to new_action args; avoid idling or undefined actions.
14 Real Run 3 - 20 generations,generationLine1,2,00685,new,,,Self Preservation,Equip leather tunic immediately for armor.,
14 Real Run 3 - 20 generations,generationLine1,2,00686,new,,,Self Preservation,Prioritize bow attacks on closest zombies (under 5 blocks) to stay safe.,
14 Real Run 3 - 20 generations,generationLine1,2,00687,new,,,Self Preservation,Eat bread until full whenever health drops low.,
14 Real Run 3 - 20 generations,generationLine1,2,00688,new,,,Mutualism|Self Preservation,Avoid melee unless no arrows left; ranged minimizes damage.,
14 Real Run 3 - 20 generations,generationLine1,2,00689,new,,,Communication,"Send messages on zombie kills, arrow/bread usage, and urge teammate to stay close.",
14 Real Run 3 - 20 generations,generationLine1,2,00690,new,,,Spatial Coordination & Architecture,Move toward teammate coordinates to group up.,
14 Real Run 3 - 20 generations,generationLine1,3,00692,persisted,00685,1.0,Self Preservation,Equip leather tunic immediately for armor.,Equip leather tunic immediately for armor.
14 Real Run 3 - 20 generations,generationLine1,3,00693,mutated,00690,0.759,Spatial Coordination & Architecture,Move toward teammate coordinates immediately after equipping to group up.,Move toward teammate coordinates to group up.
14 Real Run 3 - 20 generations,generationLine1,3,00696,became more specific,00687,0.609,Self Preservation,Eat bread until full first if health is low before fighting or moving.,Eat bread until full whenever health drops low.
14 Real Run 3 - 20 generations,generationLine1,3,00697,persisted,00688,1.0,Mutualism|Self Preservation,Avoid melee unless no arrows left; ranged minimizes damage.,Avoid melee unless no arrows left; ranged minimizes damage.
14 Real Run 3 - 20 generations,generationLine1,3,00698,mutated,00689,0.909,Communication|Self Preservation,"Send messages on zombie kills, low health, arrow/bread usage; urge teammate to stay close.","Send messages on zombie kills, arrow/bread usage, and urge teammate to stay close."
14 Real Run 3 - 20 generations,generationLine1,3,00699,new,,,Communication,Ignore dead teammates when sending messages.,
14 Real Run 3 - 20 generations,generationLine1,3,00700,new,,,Self Preservation,"Pick up any dropped bows, arrows, or bread.",
14 Real Run 3 - 20 generations,generationLine1,3,,disappeared,00686,,Self Preservation,,Prioritize bow attacks on closest zombies (under 5 blocks) to stay safe.
14 Real Run 3 - 20 generations,generationLine1,4,00701,persisted,00692,1.0,Self Preservation,Equip leather tunic immediately for armor.,Equip leather tunic immediately for armor.
14 Real Run 3 - 20 generations,generationLine1,4,00704,became more specific,00693,0.648,Spatial Coordination & Architecture,Move toward teammate coordinates only after no enemies within 5 blocks.,Move toward teammate coordinates immediately after equipping to group up.
14 Real Run 3 - 20 generations,generationLine1,4,00705,mutated,00696,0.876,Self Preservation,Eat bread until full hunger if health < 12 before fighting or moving.,Eat bread until full first if health is low before fighting or moving.
14 Real Run 3 - 20 generations,generationLine1,4,00706,persisted,00697,1.0,Mutualism|Self Preservation,Avoid melee unless no arrows left; ranged minimizes damage.,Avoid melee unless no arrows left; ranged minimizes damage.
14 Real Run 3 - 20 generations,generationLine1,4,00707,mutated,00698,0.815,Communication|Mutualism|Self Preservation,"Send messages on zombie kills (report arrow count left), low health, arrow/bread usage; urge teammate to stay close and coordinate.","Send messages on zombie kills, low health, arrow/bread usage; urge teammate to stay close."
14 Real Run 3 - 20 generations,generationLine1,4,00708,persisted,00699,1.0,Communication,Ignore dead teammates when sending messages.,Ignore dead teammates when sending messages.
14 Real Run 3 - 20 generations,generationLine1,4,00709,mutated,00700,0.804,Self Preservation,"Pick up any dropped bows, arrows, bread, or stone sword.","Pick up any dropped bows, arrows, or bread."
14 Real Run 3 - 20 generations,generationLine1,5,00710,became more specific,00701,0.69,Self Preservation,Equip leather tunic immediately upon item pickup before any other action.,Equip leather tunic immediately for armor.
14 Real Run 3 - 20 generations,generationLine1,5,00714,mutated,00705,0.696,Self Preservation,"Eat bread until full hunger immediately if health < 10, even mid-combat.",Eat bread until full hunger if health < 12 before fighting or moving.
14 Real Run 3 - 20 generations,generationLine1,5,00715,persisted,00704,1.0,Spatial Coordination & Architecture,Move toward teammate coordinates only after no enemies within 5 blocks.,Move toward teammate coordinates only after no enemies within 5 blocks.
14 Real Run 3 - 20 generations,generationLine1,5,00716,mutated,00707,0.754,Communication|Self Preservation,"Send messages to live teammates only on zombie kills (report arrows left), low health, arrow/bread usage; urge staying close.","Send messages on zombie kills (report arrow count left), low health, arrow/bread usage; urge teammate to stay close and coordinate."
14 Real Run 3 - 20 generations,generationLine1,5,00717,persisted,00709,1.0,Self Preservation,"Pick up any dropped bows, arrows, bread, or stone sword.","Pick up any dropped bows, arrows, bread, or stone sword."
14 Real Run 3 - 20 generations,generationLine1,5,,disappeared,00706,,Mutualism|Self Preservation,,Avoid melee unless no arrows left; ranged minimizes damage.
14 Real Run 3 - 20 generations,generationLine1,5,,disappeared,00708,,Communication,,Ignore dead teammates when sending messages.
14 Real Run 3 - 20 generations,generationLine1,6,00718,persisted,00710,1.0,Self Preservation,Equip leather tunic immediately upon item pickup before any other action.,Equip leather tunic immediately upon item pickup before any other action.
14 Real Run 3 - 20 generations,generationLine1,6,00722,mutated,00714,0.986,Self Preservation,"Eat bread until full hunger immediately if health < 12, even mid-combat.","Eat bread until full hunger immediately if health < 10, even mid-combat."
14 Real Run 3 - 20 generations,generationLine1,6,00723,persisted,00715,1.0,Spatial Coordination & Architecture,Move toward teammate coordinates only after no enemies within 5 blocks.,Move toward teammate coordinates only after no enemies within 5 blocks.
14 Real Run 3 - 20 generations,generationLine1,6,00724,persisted,00716,1.0,Communication|Self Preservation,"Send messages to live teammates only on zombie kills (report arrows left), low health, arrow/bread usage; urge staying close.","Send messages to live teammates only on zombie kills (report arrows left), low health, arrow/bread usage; urge staying close."
14 Real Run 3 - 20 generations,generationLine1,6,00725,persisted,00717,1.0,Self Preservation,"Pick up any dropped bows, arrows, bread, or stone sword.","Pick up any dropped bows, arrows, bread, or stone sword."
14 Real Run 3 - 20 generations,generationLine1,7,00726,persisted,00718,1.0,Self Preservation,Equip leather tunic immediately upon item pickup before any other action.,Equip leather tunic immediately upon item pickup before any other action.
14 Real Run 3 - 20 generations,generationLine1,7,00730,became more specific,00722,0.611,Self Preservation,"Eat bread until full hunger if health < 12, but only after all enemies within 5 blocks are cleared.","Eat bread until full hunger immediately if health < 12, even mid-combat."
14 Real Run 3 - 20 generations,generationLine1,7,00731,persisted,00723,1.0,Spatial Coordination & Architecture,Move toward teammate coordinates only after no enemies within 5 blocks.,Move toward teammate coordinates only after no enemies within 5 blocks.
14 Real Run 3 - 20 generations,generationLine1,7,00732,mutated,00724,0.753,Communication|Self Preservation,"Send messages to live teammates only after clearing enemies; limit to zombie kills (report arrows left), low health, low arrows/bread.","Send messages to live teammates only on zombie kills (report arrows left), low health, arrow/bread usage; urge staying close."
14 Real Run 3 - 20 generations,generationLine1,7,00733,persisted,00725,1.0,Self Preservation,"Pick up any dropped bows, arrows, bread, or stone sword.","Pick up any dropped bows, arrows, bread, or stone sword."
14 Real Run 3 - 20 generations,generationLine1,8,00734,persisted,00726,1.0,Self Preservation,Equip leather tunic immediately upon item pickup before any other action.,Equip leather tunic immediately upon item pickup before any other action.
14 Real Run 3 - 20 generations,generationLine1,8,00738,mutated,00730,0.735,Self Preservation,"Eat bread until full hunger only if health < 12 AND all enemies within 5 blocks confirmed cleared (latest ""no longer a threat"" event).","Eat bread until full hunger if health < 12, but only after all enemies within 5 blocks are cleared."
14 Real Run 3 - 20 generations,generationLine1,8,00739,persisted,00731,1.0,Spatial Coordination & Architecture,Move toward teammate coordinates only after no enemies within 5 blocks.,Move toward teammate coordinates only after no enemies within 5 blocks.
14 Real Run 3 - 20 generations,generationLine1,8,00740,mutated,00732,0.886,Communication|Self Preservation,"Send messages to live teammates only after clearing enemies; limit to zombie kills (report arrows left), teammate deaths (alert for spawns), low health, low arrows/bread.","Send messages to live teammates only after clearing enemies; limit to zombie kills (report arrows left), low health, low arrows/bread."
14 Real Run 3 - 20 generations,generationLine1,8,00741,persisted,00733,1.0,Self Preservation,"Pick up any dropped bows, arrows, bread, or stone sword.","Pick up any dropped bows, arrows, bread, or stone sword."
14 Real Run 3 - 20 generations,generationLine1,8,00742,new,,,Communication|Self Preservation,"Avoid do_nothing if enemies nearby or health low; always attack, eat, or message if conditions met.",
14 Real Run 3 - 20 generations,generationLine1,9,00743,persisted,00734,1.0,Self Preservation,Equip leather tunic immediately upon item pickup before any other action.,Equip leather tunic immediately upon item pickup before any other action.
14 Real Run 3 - 20 generations,generationLine1,9,00747,mutated,00738,0.992,Self Preservation,"Eat bread until full hunger only if health < 16 AND all enemies within 5 blocks confirmed cleared (latest ""no longer a threat"" event).","Eat bread until full hunger only if health < 12 AND all enemies within 5 blocks confirmed cleared (latest ""no longer a threat"" event)."
14 Real Run 3 - 20 generations,generationLine1,9,00749,persisted,00739,1.0,Spatial Coordination & Architecture,Move toward teammate coordinates only after no enemies within 5 blocks.,Move toward teammate coordinates only after no enemies within 5 blocks.
14 Real Run 3 - 20 generations,generationLine1,9,00750,persisted,00740,1.0,Communication|Self Preservation,"Send messages to live teammates only after clearing enemies; limit to zombie kills (report arrows left), teammate deaths (alert for spawns), low health, low arrows/bread.","Send messages to live teammates only after clearing enemies; limit to zombie kills (report arrows left), teammate deaths (alert for spawns), low health, low arrows/bread."
14 Real Run 3 - 20 generations,generationLine1,9,00751,persisted,00741,1.0,Self Preservation,"Pick up any dropped bows, arrows, bread, or stone sword.","Pick up any dropped bows, arrows, bread, or stone sword."
14 Real Run 3 - 20 generations,generationLine1,9,00752,persisted,00742,1.0,Communication|Self Preservation,"Avoid do_nothing if enemies nearby or health low; always attack, eat, or message if conditions met.","Avoid do_nothing if enemies nearby or health low; always attack, eat, or message if conditions met."
14 Real Run 3 - 20 generations,generationLine1,10,00753,persisted,00743,1.0,Self Preservation,Equip leather tunic immediately upon item pickup before any other action.,Equip leather tunic immediately upon item pickup before any other action.
14 Real Run 3 - 20 generations,generationLine1,10,00757,persisted,00747,1.0,Self Preservation,"Eat bread until full hunger only if health < 16 AND all enemies within 5 blocks confirmed cleared (latest ""no longer a threat"" event).","Eat bread until full hunger only if health < 16 AND all enemies within 5 blocks confirmed cleared (latest ""no longer a threat"" event)."
14 Real Run 3 - 20 generations,generationLine1,10,00759,persisted,00749,1.0,Spatial Coordination & Architecture,Move toward teammate coordinates only after no enemies within 5 blocks.,Move toward teammate coordinates only after no enemies within 5 blocks.
14 Real Run 3 - 20 generations,generationLine1,10,00760,mutated,00750,0.89,Communication|Self Preservation,"Send messages to live teammates only after clearing enemies; limit to zombie kills (report arrows left), teammate deaths (alert for spawns), low health, low arrows/bread; acknowledge teammate low health reports.","Send messages to live teammates only after clearing enemies; limit to zombie kills (report arrows left), teammate deaths (alert for spawns), low health, low arrows/bread."
14 Real Run 3 - 20 generations,generationLine1,10,00761,persisted,00751,1.0,Self Preservation,"Pick up any dropped bows, arrows, bread, or stone sword.","Pick up any dropped bows, arrows, bread, or stone sword."
14 Real Run 3 - 20 generations,generationLine1,10,00762,persisted,00752,1.0,Communication|Self Preservation,"Avoid do_nothing if enemies nearby or health low; always attack, eat, or message if conditions met.","Avoid do_nothing if enemies nearby or health low; always attack, eat, or message if conditions met."
14 Real Run 3 - 20 generations,generationLine1,11,00763,persisted,00753,1.0,Self Preservation,Equip leather tunic immediately upon item pickup before any other action.,Equip leather tunic immediately upon item pickup before any other action.
14 Real Run 3 - 20 generations,generationLine1,11,00766,mutated,00757,0.771,Self Preservation,Eat bread to full only if health < 16 AND all enemies within 5 blocks confirmed cleared; prioritize over messaging/moving.,"Eat bread until full hunger only if health < 16 AND all enemies within 5 blocks confirmed cleared (latest ""no longer a threat"" event)."
14 Real Run 3 - 20 generations,generationLine1,11,00767,new,,,Communication|Self Preservation,"Send critical messages immediately: own low health (<10, include value), teammate death (""BotX died - respawn alert. Own health: X, arrows: Y""), teammate low health ack (""Acknowledged, own threats: clear/ongoing, arrows: Y"").",
14 Real Run 3 - 20 generations,generationLine1,11,00768,new,,,Communication|Self Preservation,"Other messages (zombie kills with arrows left, low arrows/bread) only after enemies fully cleared.",
14 Real Run 3 - 20 generations,generationLine1,11,00769,new,,,Communication|Self Preservation,"After enemies cleared: eat if eligible, then message/move.",
14 Real Run 3 - 20 generations,generationLine1,11,00770,mutated,00759,0.971,Spatial Coordination & Architecture,Move to teammate coordinates only after no enemies within 5 blocks.,Move toward teammate coordinates only after no enemies within 5 blocks.
14 Real Run 3 - 20 generations,generationLine1,11,00771,mutated,00761,0.918,Self Preservation,"Pick up dropped bows, arrows, bread, stone swords.","Pick up any dropped bows, arrows, bread, or stone sword."
14 Real Run 3 - 20 generations,generationLine1,11,00772,mutated,00762,0.708,Communication|Self Preservation,"Avoid do_nothing if enemies nearby, health < 16, or teammate critical report; always attack/eat/message.","Avoid do_nothing if enemies nearby or health low; always attack, eat, or message if conditions met."
14 Real Run 3 - 20 generations,generationLine1,11,,disappeared,00760,,Communication|Self Preservation,,"Send messages to live teammates only after clearing enemies; limit to zombie kills (report arrows left), teammate deaths (alert for spawns), low health, low arrows/bread; acknowledge teammate low health reports."
14 Real Run 3 - 20 generations,generationLine1,12,00773,persisted,00763,1.0,Self Preservation,Equip leather tunic immediately upon item pickup before any other action.,Equip leather tunic immediately upon item pickup before any other action.
14 Real Run 3 - 20 generations,generationLine1,12,00776,mutated,00766,0.949,Self Preservation,Eat bread to full only if health < 16 AND all enemies within 5 blocks confirmed cleared; prioritize over non-critical messaging/moving.,Eat bread to full only if health < 16 AND all enemies within 5 blocks confirmed cleared; prioritize over messaging/moving.
14 Real Run 3 - 20 generations,generationLine1,12,00777,new,,,Communication|Self Preservation,"Send critical messages immediately upon event, before other actions: own low health (""Own health: X low, arrows: Y, threats: clear/ongoing""), teammate death (""BotX died - respawn alert. Own health: X, arrows: Y""), teammate low health (""Acknowledged, own threats: clear/ongoing, arrows: Y"").",
14 Real Run 3 - 20 generations,generationLine1,12,00778,new,,,Communication|Self Preservation,Other messages only after enemies fully cleared and eat complete if eligible.,
14 Real Run 3 - 20 generations,generationLine1,12,00779,mutated,00769,0.748,Communication|Spatial Coordination & Architecture|Self Preservation,"After enemies cleared: eat if eligible, then non-critical message/move to teammate coordinates.","After enemies cleared: eat if eligible, then message/move."
14 Real Run 3 - 20 generations,generationLine1,12,00780,persisted,00770,1.0,Spatial Coordination & Architecture,Move to teammate coordinates only after no enemies within 5 blocks.,Move to teammate coordinates only after no enemies within 5 blocks.
14 Real Run 3 - 20 generations,generationLine1,12,00781,mutated,00771,0.86,Self Preservation,"Pick up dropped bows, arrows, bread, stone swords, leather tunics.","Pick up dropped bows, arrows, bread, stone swords."
14 Real Run 3 - 20 generations,generationLine1,12,00782,mutated,00772,0.873,Communication|Self Preservation,"Avoid do_nothing if enemies nearby, health < 16, or teammate critical; always prioritize attack/message/eat.","Avoid do_nothing if enemies nearby, health < 16, or teammate critical report; always attack/eat/message."
14 Real Run 3 - 20 generations,generationLine1,12,,disappeared,00767,,Communication|Self Preservation,,"Send critical messages immediately: own low health (<10, include value), teammate death (""BotX died - respawn alert. Own health: X, arrows: Y""), teammate low health ack (""Acknowledged, own threats: clear/ongoing, arrows: Y"")."
14 Real Run 3 - 20 generations,generationLine1,12,,disappeared,00768,,Communication|Self Preservation,,"Other messages (zombie kills with arrows left, low arrows/bread) only after enemies fully cleared."
14 Real Run 3 - 20 generations,generationLine1,13,00783,mutated,00773,0.594,Self Preservation,"Upon leather tunic pickup, immediately equip_gear(itemName=""leather_chestplate"") before any other action. Never use equip_item_in_hand for armor.",Equip leather tunic immediately upon item pickup before any other action.
14 Real Run 3 - 20 generations,generationLine1,13,00786,persisted,00776,1.0,Self Preservation,Eat bread to full only if health < 16 AND all enemies within 5 blocks confirmed cleared; prioritize over non-critical messaging/moving.,Eat bread to full only if health < 16 AND all enemies within 5 blocks confirmed cleared; prioritize over non-critical messaging/moving.
14 Real Run 3 - 20 generations,generationLine1,13,00787,persisted,00777,1.0,Communication|Self Preservation,"Send critical messages immediately upon event, before other actions: own low health (""Own health: X low, arrows: Y, threats: clear/ongoing""), teammate death (""BotX died - respawn alert. Own health: X, arrows: Y""), teammate low health (""Acknowledged, own threats: clear/ongoing, arrows: Y"").","Send critical messages immediately upon event, before other actions: own low health (""Own health: X low, arrows: Y, threats: clear/ongoing""), teammate death (""BotX died - respawn alert. Own health: X, arrows: Y""), teammate low health (""Acknowledged, own threats: clear/ongoing, arrows: Y"")."
14 Real Run 3 - 20 generations,generationLine1,13,00788,persisted,00778,1.0,Communication|Self Preservation,Other messages only after enemies fully cleared and eat complete if eligible.,Other messages only after enemies fully cleared and eat complete if eligible.
14 Real Run 3 - 20 generations,generationLine1,13,00789,persisted,00779,1.0,Communication|Spatial Coordination & Architecture|Self Preservation,"After enemies cleared: eat if eligible, then non-critical message/move to teammate coordinates.","After enemies cleared: eat if eligible, then non-critical message/move to teammate coordinates."
14 Real Run 3 - 20 generations,generationLine1,13,00790,persisted,00780,1.0,Spatial Coordination & Architecture,Move to teammate coordinates only after no enemies within 5 blocks.,Move to teammate coordinates only after no enemies within 5 blocks.
14 Real Run 3 - 20 generations,generationLine1,13,00791,persisted,00781,1.0,Self Preservation,"Pick up dropped bows, arrows, bread, stone swords, leather tunics.","Pick up dropped bows, arrows, bread, stone swords, leather tunics."
14 Real Run 3 - 20 generations,generationLine1,13,00792,persisted,00782,1.0,Communication|Self Preservation,"Avoid do_nothing if enemies nearby, health < 16, or teammate critical; always prioritize attack/message/eat.","Avoid do_nothing if enemies nearby, health < 16, or teammate critical; always prioritize attack/message/eat."
14 Real Run 3 - 20 generations,generationLine1,14,00793,persisted,00783,1.0,Self Preservation,"Upon leather tunic pickup, immediately equip_gear(itemName=""leather_chestplate"") before any other action. Never use equip_item_in_hand for armor.","Upon leather tunic pickup, immediately equip_gear(itemName=""leather_chestplate"") before any other action. Never use equip_item_in_hand for armor."
14 Real Run 3 - 20 generations,generationLine1,14,00794,new,,,Communication|Self Preservation,"Enemies within 5 blocks: bow_attack closest zombie (least distance) by ID first; combine with critical message if low health; repeat next closest across events until all ""no longer a threat"". Prioritize over eat/move/message.",
14 Real Run 3 - 20 generations,generationLine1,14,00796,new,,,Communication|Self Preservation,Health < 16 and enemies confirmed cleared: eat bread to full immediately before any message/move.,
14 Real Run 3 - 20 generations,generationLine1,14,00797,new,,,Communication|Self Preservation,"On own low health event: if threats noted, bow_attack + send ""Own health: X low, arrows: Y, threats: ID(s) ongoing""; else eat + send ""...threats: clear"".",
14 Real Run 3 - 20 generations,generationLine1,14,00798,new,,,Communication|Self Preservation,"On teammate low health message: bow_attack shared threat ID if nearby + send ""Teammate low acknowledged, attacking ID if ongoing. Own health: X, arrows: Y, threats: clear/ongoing"".",
14 Real Run 3 - 20 generations,generationLine1,14,00799,new,,,Communication|Self Preservation,"On teammate death: send ""BotX died - respawn alert. Own health: X, arrows: Y, threats: clear/ongoing"" immediately + bow_attack if threats.",
14 Real Run 3 - 20 generations,generationLine1,14,00800,mutated,00788,0.857,Communication|Self Preservation,Other messages only after enemies cleared + eat if eligible.,Other messages only after enemies fully cleared and eat complete if eligible.
14 Real Run 3 - 20 generations,generationLine1,14,00801,mutated,00790,0.738,Spatial Coordination & Architecture|Self Preservation,Move to teammate coordinates only after enemies cleared + eat complete if low.,Move to teammate coordinates only after no enemies within 5 blocks.
14 Real Run 3 - 20 generations,generationLine1,14,00802,persisted,00791,1.0,Self Preservation,"Pick up dropped bows, arrows, bread, stone swords, leather tunics.","Pick up dropped bows, arrows, bread, stone swords, leather tunics."
14 Real Run 3 - 20 generations,generationLine1,14,00803,mutated,00792,0.828,Self Preservation,"Avoid do_nothing if enemies nearby, health < 16, or teammate critical; always act on top priority.","Avoid do_nothing if enemies nearby, health < 16, or teammate critical; always prioritize attack/message/eat."
14 Real Run 3 - 20 generations,generationLine1,14,,disappeared,00786,,Self Preservation,,Eat bread to full only if health < 16 AND all enemies within 5 blocks confirmed cleared; prioritize over non-critical messaging/moving.
14 Real Run 3 - 20 generations,generationLine1,14,,disappeared,00787,,Communication|Self Preservation,,"Send critical messages immediately upon event, before other actions: own low health (""Own health: X low, arrows: Y, threats: clear/ongoing""), teammate death (""BotX died - respawn alert. Own health: X, arrows: Y""), teammate low health (""Acknowledged, own threats: clear/ongoing, arrows: Y"")."
14 Real Run 3 - 20 generations,generationLine1,14,,disappeared,00789,,Communication|Spatial Coordination & Architecture|Self Preservation,,"After enemies cleared: eat if eligible, then non-critical message/move to teammate coordinates."
14 Real Run 3 - 20 generations,generationLine1,15,00804,mutated,00793,0.82,Self Preservation,"Immediately equip_gear(itemName=""leather_chestplate"") on leather tunic pickup before any other action. Never use equip_item_in_hand for armor.","Upon leather tunic pickup, immediately equip_gear(itemName=""leather_chestplate"") before any other action. Never use equip_item_in_hand for armor."
14 Real Run 3 - 20 generations,generationLine1,15,00805,new,,,Communication|Self Preservation,"Top priority always: If any ongoing threats (track IDs across events until ""no longer a threat""), bow_attack closest (least distance) zombie by ID first and repeat. Prioritize over eat/move/message/anything.",
14 Real Run 3 - 20 generations,generationLine1,15,00806,new,,,Self Preservation,Never melee/stone sword unless arrows = 0.,
14 Real Run 3 - 20 generations,generationLine1,15,00807,became more specific,00796,0.663,Communication|Self Preservation,Eat_bread_until_full only if health < 16 AND all threats confirmed cleared; do it before any message/move.,Health < 16 and enemies confirmed cleared: eat bread to full immediately before any message/move.
14 Real Run 3 - 20 generations,generationLine1,15,00808,mutated,00797,0.876,Communication|Self Preservation,"On own low health event: if threats, bow_attack closest first (message next turn: ""Own health: X low, arrows: Y, threats: ID(s) ongoing""); else eat + send ""...threats: clear"".","On own low health event: if threats noted, bow_attack + send ""Own health: X low, arrows: Y, threats: ID(s) ongoing""; else eat + send ""...threats: clear""."
14 Real Run 3 - 20 generations,generationLine1,15,00809,mutated,00798,0.982,Communication|Self Preservation,"On teammate low health message: bow_attack shared threat ID if nearby first + send ""Teammate low acknowledged, attacking ID if ongoing. Own health: X, arrows: Y, threats: clear/ongoing"".","On teammate low health message: bow_attack shared threat ID if nearby + send ""Teammate low acknowledged, attacking ID if ongoing. Own health: X, arrows: Y, threats: clear/ongoing""."
14 Real Run 3 - 20 generations,generationLine1,15,00810,mutated,00799,0.744,Communication|Self Preservation,"On teammate death: bow_attack if threats first + send ""BotX died - respawn alert. Own health: X, arrows: Y, threats: clear/ongoing"".","On teammate death: send ""BotX died - respawn alert. Own health: X, arrows: Y, threats: clear/ongoing"" immediately + bow_attack if threats."
14 Real Run 3 - 20 generations,generationLine1,15,00811,mutated,00800,0.881,Communication|Self Preservation,All other messages only after threats cleared + eat if eligible.,Other messages only after enemies cleared + eat if eligible.
14 Real Run 3 - 20 generations,generationLine1,15,00812,mutated,00801,0.933,Spatial Coordination & Architecture|Self Preservation,Move to teammate coordinates only after threats cleared + eat complete if low.,Move to teammate coordinates only after enemies cleared + eat complete if low.
14 Real Run 3 - 20 generations,generationLine1,15,00813,persisted,00802,1.0,Self Preservation,"Pick up dropped bows, arrows, bread, stone swords, leather tunics.","Pick up dropped bows, arrows, bread, stone swords, leather tunics."
14 Real Run 3 - 20 generations,generationLine1,15,00814,mutated,00803,0.947,Self Preservation,"Avoid do_nothing if threats nearby, health < 16, or teammate critical; always act on top priority.","Avoid do_nothing if enemies nearby, health < 16, or teammate critical; always act on top priority."
14 Real Run 3 - 20 generations,generationLine1,15,,disappeared,00794,,Communication|Self Preservation,,"Enemies within 5 blocks: bow_attack closest zombie (least distance) by ID first; combine with critical message if low health; repeat next closest across events until all ""no longer a threat"". Prioritize over eat/move/message."
14 Real Run 3 - 20 generations,generationLine1,16,00815,persisted,00804,1.0,Self Preservation,"Immediately equip_gear(itemName=""leather_chestplate"") on leather tunic pickup before any other action. Never use equip_item_in_hand for armor.","Immediately equip_gear(itemName=""leather_chestplate"") on leather tunic pickup before any other action. Never use equip_item_in_hand for armor."
14 Real Run 3 - 20 generations,generationLine1,16,00816,became more specific,00805,0.69,Communication|Self Preservation,"Top priority always: Track ALL threat IDs from every ""hostile mobs approaching"" event; persist until EACH ID explicitly listed in ""no longer a threat"". If any active threats, bow_attack closest (least distance, use latest known) by ID first and repeat until all clear. Prioritizes over eat/move/message/anything.","Top priority always: If any ongoing threats (track IDs across events until ""no longer a threat""), bow_attack closest (least distance) zombie by ID first and repeat. Prioritize over eat/move/message/anything."
14 Real Run 3 - 20 generations,generationLine1,16,00817,persisted,00806,1.0,Self Preservation,Never melee/stone sword unless arrows = 0.,Never melee/stone sword unless arrows = 0.
14 Real Run 3 - 20 generations,generationLine1,16,00818,new,,,Spatial Coordination & Architecture|Self Preservation,Never move_to_coordinate or any movement if health < 16 or active threats; eat or attack instead.,
14 Real Run 3 - 20 generations,generationLine1,16,00819,mutated,00807,0.863,Communication|Self Preservation,Eat_bread_until_full only if health < 16 AND all threats confirmed cleared (all tracked IDs gone); do it IMMEDIATELY before any message/move.,Eat_bread_until_full only if health < 16 AND all threats confirmed cleared; do it before any message/move.
14 Real Run 3 - 20 generations,generationLine1,16,00820,mutated,00808,0.91,Communication|Self Preservation,"On own low health event: if active threats, bow_attack closest first (message next turn: ""Own health: X low, arrows: Y, threats: ID(s) ongoing""); else eat_bread_until_full first + send ""...threats: clear"".","On own low health event: if threats, bow_attack closest first (message next turn: ""Own health: X low, arrows: Y, threats: ID(s) ongoing""); else eat + send ""...threats: clear""."
14 Real Run 3 - 20 generations,generationLine1,16,00821,mutated,00809,0.929,Communication|Self Preservation,"On teammate low health message: bow_attack nearest shared/active threat ID first + send ""Teammate low acknowledged, attacking ID if ongoing. Own health: X, arrows: Y, threats: clear/ongoing"".","On teammate low health message: bow_attack shared threat ID if nearby first + send ""Teammate low acknowledged, attacking ID if ongoing. Own health: X, arrows: Y, threats: clear/ongoing""."
14 Real Run 3 - 20 generations,generationLine1,16,00822,mutated,00810,0.975,Communication|Self Preservation,"On teammate death: bow_attack active threats first + send ""BotX died - respawn alert. Own health: X, arrows: Y, threats: clear/ongoing"".","On teammate death: bow_attack if threats first + send ""BotX died - respawn alert. Own health: X, arrows: Y, threats: clear/ongoing""."
14 Real Run 3 - 20 generations,generationLine1,16,00823,persisted,00811,1.0,Communication|Self Preservation,All other messages only after threats cleared + eat if eligible.,All other messages only after threats cleared + eat if eligible.
14 Real Run 3 - 20 generations,generationLine1,16,00824,mutated,00812,0.955,Spatial Coordination & Architecture|Self Preservation,Move to teammate coordinates only after threats cleared + eat complete if low health.,Move to teammate coordinates only after threats cleared + eat complete if low.
14 Real Run 3 - 20 generations,generationLine1,16,00825,persisted,00813,1.0,Self Preservation,"Pick up dropped bows, arrows, bread, stone swords, leather tunics.","Pick up dropped bows, arrows, bread, stone swords, leather tunics."
14 Real Run 3 - 20 generations,generationLine1,16,00826,mutated,00814,0.947,Self Preservation,"Avoid do_nothing if threats active, health < 16, or teammate critical; always act on top priority.","Avoid do_nothing if threats nearby, health < 16, or teammate critical; always act on top priority."
14 Real Run 3 - 20 generations,generationLine1,17,00827,persisted,00815,1.0,Self Preservation,"Immediately equip_gear(itemName=""leather_chestplate"") on leather tunic pickup before any other action. Never use equip_item_in_hand for armor.","Immediately equip_gear(itemName=""leather_chestplate"") on leather tunic pickup before any other action. Never use equip_item_in_hand for armor."
